Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
05/04/2023 10:04:53,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PORTFÓLIOS DE APRENDIZAGEM: UM ESTUDO A PARTIR DA PRESENÇA DE ESTUDANTES E TUTOR NA EDUCAÇÃO A DISTÂNCIA,"O presente artigo faz parte de uma pesquisa qualitativa na forma de Estudo de Caso em uma Universidade Pública que aborda Aprendizagens e Tecnologias em ambientes a distância. O foco foi a identificação da presença de estudantes e da tutora em uma das atividades realizadas em Blogs/Portfólios de Aprendizagens do curso de graduação em Pedagogia – Licenciatura, modalidade Educação a Distância da Universidade. O referencial teórico que norteou a pesquisa foi baseado nas categorias de presença conforme a comunidade de inquirição a partir de Garrison, Anderson e Archer. A referida comunidade destaca três importantes presenças: Ensino, Social e Cognitiva que permite identificar, nos ambientes de interação de cursos online, os tipos de presenças nas interações. A partir destas categorias, puderam ser analisadas os tipos de presenças na produção do grupo e verificou-se a importância da proposta pedagógica de Portfólio de Aprendizagem na orientação das presenças cognitivas. Também se refletiu sobre a presença social e de ensino aparecerem juntas na motivação das estudantes.

",Educação a Distância,Presenças na EAD,Portfólios de Aprendizagens,ND,ND
05/04/2023 10:05:31,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PRÁTICAS PEDAGÓGICAS E AS TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO NO ENSINO REMOTO EMERGENCIAL: RELATO DE EXPERIÊNCIA DE UMA PROFESSORA NO ENSINO SUPERIOR,"Trata-se de um relato de experiência, que objetiva apresentar evidências de como as práticas pedagógicas nas aulas mediadas por tecnologias propiciaram o desenvolvimento de interações discursivas que posteriormente se converteram em argumentos escritos. A pesquisa de base qualitativa, foi conduzida com os estudantes matriculados na disciplina de Sistemas de Informação, no curso de Sistemas de Informação do Centro Universitário de Mineiros (UNIFIMES). Para a coleta de dados foram realizadas a observação participante, videogravação e a aplicação de atividades on-line. O texto está desenvolvido em quatro seções. Na primeira, evidenciamos a implantação do Ensino Remoto Emergencial no Ensino Superior. Na segunda, descrevemos como o Centro Universitário de Mineiros se programou para utilização das TDIC. Em seguida refletimos sobre a experiência com interações discursivas e argumentação nas práticas pedagógicas desenvolvidas pela professora. Na última seção, são apresentadas algumas considerações sobre a importância da argumentação nas práticas pedagógicas mediadas por tecnologia. Desse modo, esperamos trazer contribuições para o desenvolvimento de práticas pedagógicas com a utilização das TDIC e com os estudos sobre
argumentação e interações discursivas.",TDIC, Práticas Pedagógicas,Argumentação,Interações discursivas,ND
05/04/2023 10:06:29,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROGRAMA DE DESENVOLVIMENTO DE CONHECIMENTOS PEDAGÓGICOS E TECNOLÓGICOS DE PROFESSORES DA EDUCAÇÃO BÁSICA,"Neste trabalho pretendemos apresentar um programa voltado para o desenvolvimento dos conhecimentos pedagógicos e tecnológicos (Mishra e Kohler, 2006) de professores para uso das TDICs em sala de aula. Trata-se de um projeto desenvolvido para professores de uma escola estadual do interior paulista, que teve o intuito tanto de auxiliá-los na adaptação ao ensino remoto quanto de demonstrar o potencial de ferramentas digitais para processos educacionais presenciais. Para atingirmos aos objetivos propostos, foram oferecidas oficinas online a todos os professores da instituição parceira. Os resultados foram bastante positivos, uma vez que os docentes puderam se sentir mais seguros para atuar remotamente durante a pandemia e passaram a usar recursos que, até antes da participação no programa, lhes eram desconhecidos, em suas aulas presenciais e remotas.

",Formação continuada de professores,Tecnologias de Informação e Comunicação,Conhecimentos pedagógicos e tecnológicos,,ND
05/04/2023 10:09:48,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROGRAMA RESIDÊNCIA PEDAGÓGICA: O USO DAS TECNOLOGIAS DIGITAIS DE ENSINO DURANTE O PERÍODO DE AULAS REMOTAS PELOS RESIDENTES DE INFORMÁTICA DO INSTITUTO FEDERAL DO PIAUÍ-CAMPUS TERESINA ZONA SUL,"Em virtude da Pandemia da COVID-19, interromperam-se as atividades presenciais em muitos setores da sociedade e nas escolas a situação não foi diferente. Essa situação impôs a educação seja de rede pública ou privada, a utilização de novas metodologias de ensino, como um recurso para que os alunos pudessem retomar as aulas. Esse artigo teve como objetivo analisar as tecnologias digitais de ensino utilizadas pelos residentes de licenciatura em Informática do Instituto Federal do Piauí Campus Zona Sul durante o período de aulas remotas. A pesquisa foi do tipo exploratório, com abordagem qualitativa onde se fez a aplicação de um questionário contendo 08 (oito) perguntas que para tal foi utilizada a plataforma Google Forms e encaminhado por e-mail para os 21 residentes do Projeto de RP do IFPI-CATZS. Entre os principais resultados destacamos que o Programa Residência Pedagógica-IFPI conseguiu atingir um dos principais objetivos que é o aperfeiçoamento da formação prática nos cursos de licenciatura, promovendo a imersão do licenciando na escola de Educação Básica; o Curso de Licenciatura em Informática conseguiu desenvolver projetos de formação de seus licenciandos e que o Whats App e o Google Meet foram os recursos mais utilizados pelos residentes para realização de suas atividades de regência.

",Formação de professores,Programa residência pedagógica,Tecnologias digitais de ensino,ND,ND
05/04/2023 10:10:27,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROGRAMA TEMAS EMERGENTES E ENSINO HÍBRIDO PARA EDUCAÇÃO BÁSICA: AÇÕES EDUCACIONAIS NO CONTEXTO DO ENSINO REMOTO EMERGENCIAL,"O presente artigo tem por objetivo relatar e analisar as experiências do programa de extensão “Temas Emergentes e Ensino Híbrido para Educação Básica” desenvolvido pela Universidade Federal de Santa Maria em parceria com sessenta e seis Secretarias Municipais de Educação dos estados do Rio Grande do Sul e de Santa Catarina. Partindo de uma abordagem qualitativa, apresenta-se as ações desenvolvidas no ano de 2021 para capacitar, instrumentalizar e qualificar professores e demais profissionais da educação básica. Durante seu desenvolvimento, o programa, diante de um período de muitas restrições impostas pelo COVID-19, foi fundamental para reflexão sobre diferentes temas emergentes e instrumentalização em diferentes tecnologias digitais. Assim, conclui-se que, ao viabilizar o desenvolvimento de Fluência Tecnológico-Pedagógica aos professores e demais profissionais que atuam nas escolas da educação básica, o mesmo atendeu às novas demandas advindas da pandemia, contribuindo para a igualdade social. Demonstrou também a importância de atividades de formação continuada que deem suporte para que estes profissionais possam utilizar ferramentas tecnológicas com autonomia, no processo de ensino/aprendizagem.

",Ensino Híbrido,Formação de Professores,Educação Básica,ND,ND
05/04/2023 10:11:14,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROJETO DE APOIO À TECNOLOGIA E INOVAÇÃO DA REDE EDUCAÇÃO DO ESTADO DE SÃO PAULO: EXPERIÊNCIAS DE PROFESSORES A PARTIR DA DOCÊNCIA,"Objetiva-se com este artigo analisar as experiências de dois professores afastados da sala de aula para fazerem parte do Projeto de Apoio à Tecnologia e Inovação da Secretaria de Educação do estado de São Paulo especificamente em uma escola localizada na periferia de São Vicente/SP. Trouxemos considerações a respeito das funções e atribuições desses professores para o referido projeto. Para tanto, discutimos sobre experiências e saberes dos professores envolvidos a partir das histórias narradas por eles. Utilizamos como metodologia de coleta e análise de dados as narrativas desses docentes e, além disso, acompanhamos a rotina dos professores na unidade escolar em atendimento aos estudantes, à equipe gestora e ao corpo docente. Dessa forma, analisamos as atividades desenvolvidas com a rotina do professor e o desenvolvimento das atividades dentro do projeto buscando relacionar com saberes, experiências e precarização do trabalho docente. Compreendemos que esses professores atuam como polidocentes, ou seja, desempenhando a função de vários profissionais ao mesmo tempo, pois desenvolvem atividades que poderiam ser, além dele, de outros profissionais atuando como uma equipe para colaborar com o ensino híbrido na unidade escolar.

",Trabalho docente,Tecnologia,Formação de professores,Precarização do trabalho docente,ND
05/04/2023 10:12:22,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROPOSTAS DE APRENDIZAGEM (SALA DE AULA) INVERTIDA: UM BREVE HISTÓRICO DE “PRIMEIRAS INVERSÕES” A EXEMPLOS ATUAIS,"A aprendizagem invertida traz a proposta de reorganização dos tempos e espaços de ensino. Comumente compreendida como um conceito novo, os primeiros exemplos de Aprendizagem Invertida (ou sala de aula invertida) datam da década de 1990. Com o objetivo de discorrer sobre um breve histórico da Aprendizagem Invertida, abordando algumas características e propostas desde as primeiras inversões a exemplos atuais, partiu-se de uma pesquisa exploratória, de abordagem qualitativa, por meio de uma revisão bibliográfica de literatura. Discutem-se sobre exemplos pioneiros como Peer Instruction (MAZUR, 1997), Classroom Flip (BAKER, 2000) e Inverted Classroom (LAGE; PLATT; TREGLIA, 2000), além do Flipped Classroom (BERGMANN; SAMS, 2012) e do Flipped Learning (TALBERT, 2017) ou Aprendizagem Invertida. Assim, discorreu-se brevemente sobre cada uma dessas propostas, o contexto no qual foram pensadas, os desafios que se buscava contornar e as ideias que foram implementadas.

",Ensino,Aprendizagem,Aprendizagem invertida,Sala de aula invertida,ND
05/04/2023 10:13:19,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",PROTOCOLO PARA GESTÃO DE PRÁTICAS PEDAGÓGICAS EM AMBIENTE VIRTUAL DE APRENDIZAGEM (AVA) NA EDUCAÇÃO SUPERIOR,"As tecnologias digitais adentraram as Instituições de Educação Superior (IES). Assim, os professores são desafiados a mudarem e implementarem um processo ensino-aprendizagem diverso daquele em que se formaram e estão habituados. Esta pesquisa de doutorado foi realizada no Programa de Pós- graduação em Educação, da Universidade de Sorocaba, vinculada ao Grupo de Pesquisa em Educação Superior, Tecnologia e Inovação-GPESTI e teve como tema a gestão da prática pedagógica em um Ambiente Virtual de Aprendizagem (AVA). A pergunta que orientou a pesquisa foi: quais são os procedimentos necessários para aprimorar a gestão da prática pedagógica, no AVA? Sua relevância está em oferecer subsídios para fundamentar novas propostas de gestão de práticas pedagógicas em AVA, na educação superior, a partir das percepções de professores e estudantes em relação a seu uso, no processo de ensino-aprendizagem. Essa é uma pesquisa de Intervenção com uma abordagem qualitativa, que teve como procedimentos a revisão bibliográfica e um estudo de campo, com aplicação de questionário. Foi realizada em três fases, em uma IES privada da cidade de Sorocaba/SP. Em relação à avaliação, a proposta foi realizá-la em sua função Formativa, com a definição dos critérios orientados pela Taxonomia Bloom. Os resultados mostraram que, segundo a perspectiva dos envolvidos (estudantes, professor e instituição), o AVA é um recurso que pode auxiliar na gestão pedagógica por facilitar a organização de conteúdos e estratégias, bem como a avaliação, permitindo elevar o interesse dos estudantes em acompanhar a sua aprendizagem.

",Ensino Superior, Prática Pedagógica,Ambiente Virtual de Aprendizagem.,Percepção de Professores, Percepção de Estudantes
05/04/2023 10:14:25,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",REFLEXÕES INTERDISCIPLINARES DURANTE A PANDEMIA DA COVID-19: CICLO DE PALESTRAS ONLINE EDUCAÇÃO DO CAMPO EM DEBATE.,"Este artigo tem como objetivo avaliar a potencialidade da oferta do ciclo de palestras online “Educação do Campo em Debate” durante a pandemia, visando oportunizar a troca de saberes e conhecimentos entre professores, estudantes e a comunidade a partir de uma discussão crítica e reflexiva das temáticas vinculadas aos saberes que perpassam e tangenciam a educação do campo. O ciclo foi constituído por 20 (vinte) palestras assíncronas e mais 20 (vinte) lives síncronas remotas, ambas foram disponibilizadas no site do Farol da UFSM, totalizando carga horária de 160 (cento e sessenta) horas, durante os meses de abril a agosto de 2020. As palestras e os debates foram realizados por profissionais especializados de cada área, de cada abordagem. Foram certificados 798 (setecentos e noventa e oito) cursistas, entre professores, alunos de graduação e pós-graduação e público em geral de vários cursos da Universidade Federal de Santa Maria (UFSM), bem como de outras instituições, caracterizando a atividade como um evento multidisciplinar. O Ciclo de Palestras obteve 40.549 (quarenta mil e quinhentos e quarenta e nove) participações, sendo que 17.029 (dezessete mil e vinte e nove) cursistas assistiram as palestras e 23.520 (vinte e três mil e quinhentas
e vinte) cursistas participaram das lives, se mantendo motivados e discutindo diversas questões que se correlacionam com a Educação do Campo, estimulando uma formação crítica e interdisciplinar durante a pandemia.",covid-19,curso online,educação,sujeitos do campo,ND
05/04/2023 10:15:08,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",REFLEXÕES SOBRE JOGOS DIGITAIS NO PROCESSO DE ENSINO E APRENDIZAGEM: WORDWALL E PERCEPÇÃO DOCENTE,"Este estudo resulta das atividades desenvolvidas pelo grupo de pesquisa “Letramentos no ensino superior: possibilidades de exploração dos letramentos digitais no processo de formação do aluno”, projeto articulado ao tema “Letramento Acadêmico no Ensino Superior”, do Programa de Pós-Graduação em Metodologias para o Ensino de Linguagens e suas Tecnologias (PPGENS/UNOPAR). Nele, apresenta-se o mapeamento realizado junto aos professores da Educação Básica, especificamente os da Rede Estadual de Ensino do Paraná, que participaram de cursos para o ensino com a plataforma Wordwall, sobre suas percepções quanto ao uso dessa ferramenta para a prática pedagógica. Foram adotados como procedimentos metodológicos a análise de conteúdo proposta por Bardin (2011), a discussão pautada em autores como ALVES (2018), Braga e Obregon (2015) e Busarello, Ulbricht e Fadel (2014), que tratam dos jogos digitais na educação, entre outros. O estudo busca fomentar discussões sobre o uso do Wordwall em sala de aula como ferramenta potencializadora do processo de ensino e de aprendizagem, a partir da experiência pedagógica desses professores junto aos alunos.

",Jogos digitais,Wordwall,Ensino e aprendizagem,Percepção docente,ND
05/04/2023 10:16:20,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","REFLEXÕES SOBRE MEDIAÇÃO PEDAGÓGICA, USO DAS TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO E A EDUCAÇÃO INCLUSIVA EM TEMPOS DE SINDEMIA","Este artigo consiste em um estudo de caso acerca das experiências docentes na rede municipal de ensino de Porto Alegre em 2020, primeiro ano de ensino remoto devido à sindemia de Covid-19. A intenção do texto é refletir sobre o ensinar e o aprender por meio das tecnologias da informação e comunicação (TIC) na perspectiva da educação inclusiva, considerando os atravessamentos biopolíticos dos projetos e das políticas governamentais. Este estudo apontou que, no contexto escolar sindêmico, a formação e o planejamento docente são estratégicos para o uso das TIC em prol da manutenção do vínculo dos estudantes com a escola e de um ensino remoto que pressuponha a diversidade humana e preveja formas de acessibilidade desde o início do planejamento pedagógico, a fim de acolher e abranger as múltiplas formas de estar no mundo e as múltiplas formas de aprender. Nesta perspectiva, os princípios e diretrizes do Desenho Universal para a Aprendizagem apresentam potencial para o redimensionamento do planejamento e das práticas pedagógicas.

",mediação pedagógica,Tecnologias da Informação e Comunicação, educação inclusiva,sindemia,Desenho Universal para Aprendizagem
05/04/2023 10:18:15,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",REFLEXÕES SOBRE O USO DAS TDIC E A PRÁTICA DOS DOCENTES NO ÂMBITO DA PANDEMIA,"As Tecnologias Digitais de Informação e Comunicação (TDIC) vem sendo essenciais para o desenvolvimento de atividades de ensino e aprendizagem nos espaços educacionais, a Base Nacional Comum Curricular (BNCC) aponta e elenca em seu texto contribuições e sugere como utilizá-las no contexto escolar. Logo, partindo da concepção supramencionada, surgiu o desejo de investigar como é a utilização das novas tecnologias no tocante as práxis dos professores, em sala de aula. Trata-se de uma pesquisa com objetivo exploratório, quali-quantitativa desenvolvida a partir de uma pesquisa-ação em uma escola municipal de Cuiabá, capital do estado de Mato Grosso. Os dados preliminares indicam que a pandemia da COVID-19 foi a principal propulsora para o uso das TDIC na escola investigada. Apesar da classe afirmar não sentir completamente preparada e confortável para o uso das TDIC, com o advento da pandemia os docentes precisaram sair da zona de conforto e buscar formações de maneira autônoma para dar conta da realidade do ensino remoto imposto pela necessidade de distanciamento social. A presente pesquisa encontra-se em andamento, no entanto, a partir de uma análise inicial dos dados coletados, um dos aspectos que podemos destacar é a necessidade de oferta de formações continuadas para qualificar o uso das TDIC, ponto reconhecido pelos docentes participantes da pesquisa.

",Ensino,Docente,TDIC,Formação,COVID-19
05/04/2023 10:19:19,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","REFLEXÕES SOBRE OS CONCEITOS DE VYGOTSKY NO SÉCULO XXI: A FORMAÇÃO DOCENTE, O USO DE FERRAMENTAS DIGITAIS E O SOCIOINTERACIONISMO NOS ESPAÇOS VIRTUAIS","O presente artigo objetiva discutir, no contexto da pandemia da COVID-19, a identificação, a validade e a aplicabilidade de alguns conceitos básicos da teoria de Vygotsky na formação moderna dos professores, como a necessidade de letramento digital e o uso potencial das redes sociais como prática pedagógica rumo à efetivação da zona de desenvolvimento potencial dos indivíduos que habitam o ambiente educacional. O delineamento e a metodologia utilizados pelos autores foram a pesquisa qualitativa e o levantamento bibliográfico, respectivamente. Os autores finalizam o artigo concluindo que a teoria de Vygotsky é aplicável à educação a distância e que as redes sociais são campos bastante promissores para a exploração pedagógica de zonas de desenvolvimento proximal de alunos e de professores.

",aprendizagem mediada, formação de professore, letramento digital,ND,ND
05/04/2023 10:19:57,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",RELATO DE EXPERIÊNCIA COM TAREFAS DE CÁLCULO MENTAL NO PROGRAMA RESIDÊNCIA PEDAGÓGICA,"Resumo: Este artigo contempla episódios de práticas pedagógicas ocorridos no terceiro módulo do Programa de Residência Pedagógica (edital 2020-2022) envolvendo a parceria entre a Universidade Federal de São Carlos – UFSCar e a Escola Estadual Marivaldo Carlos Degan – EEMCD, em um contexto de ensino remoto. Especificamente, a interpretação das informações foi feita com base em uma situação de aprendizagem pautada no cálculo mental das quatro operações fundamentais, desenvolvidas em uma turma de 15 alunos do sexto ano do Ensino Fundamental. Este relato de docência teve uma abordagem qualitativa e de natureza interpretativa, devido às informações apresentadas terem sido obtidas das transcrições de produções escritas dos estudantes. Apresentamos indícios de raciocínio matemático mobilizados pelos estudantes em tarefas denominadas de exercícios e resolução de problemas, as quais demandaram procedimentos de cálculo mental

",Práticas pedagógicas,Educação Básica,Ensino remoto,Residência Pedagógica,ND
05/04/2023 10:21:38,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",RELATO DE EXPERIÊNCIA DA FORMAÇÃO PARA O USO DO MOODLE PELOS DOCENTES DE CURSOS PRESENCIAIS: QUEBRANDO RESISTÊNCIAS,"Este trabalho tem como objetivo relatar a experiência de uma Universidade pública de Minas Gerais, durante o movimento de adaptação de cursos presenciais para o ensino remoto durante a pandemia de Covid-19, fato que forçou as instituições educacionais a se adaptarem e se utilizarem das tecnologias digitais para manter a oferta dos seus cursos com aulas virtuais. Nesse caso a equipe da EaD foi responsável pelo suporte técnico e pedagógico na elaboração de um curso de capacitação “Moodle para Docentes”, oferecido para 378 professores que aderiram à proposta pela concordância da opção institucional da diferenciação conceitual entre modalidade a distância e ensino remoto emergencial, apesar de ter pontos em comum como as ferramentas tecnológicas utilizadas e o distanciamento físico no processo ensino e aprendizagem. Os resultados apontaram desafios, mas também aprendizados sobre a necessidade de formação continuada dos docentes para a adoção das tecnologias digitais educacionais, com espaços de pesquisa sobre a convergência das modalidades educacionais e a quebra de resistências às inovações no ensino superior em instituições públicas.

",Educação a Distância,Ensino Remoto Emergencial, Plataforma Moodle,Formação Continuada de Docentes,Ensino Superior
05/04/2023 10:22:30,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",RETORNO DO ENSINO REMOTO EMERGENCIAL PARA O PRESENCIAL NA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,"Após um período de adaptações e incertezas oriundo da Pandemia de COVID-19, em que os professores, através do ensino remoto emergencial (ERE), precisavam explorar o potencial das tecnologias e mídias digitais no desenvolvimento de práticas de ensino que dessem conta de proporcionar situações de aprendizagem na realidade pandêmica, vive-se atualmente um momento pós-pandêmico, em que se observa um retorno gradativo ao presencial na educação profissional e tecnológica. Sendo assim, o objetivo desta pesquisa é compreender as peculiaridades dessa nova realidade educacional, em que se incorpora experiências desenvolvidas durante o ERE no retorno ao ensino presencial na educação profissional e tecnológica. O presente estudo se trata de uma pesquisa de abordagem qualitativa, do tipo teórica, de objetivo exploratório, amparado em termos de procedimentos técnicos na análise/cotejamento de fontes bibliográficas e grupo focal. Como resultado da pesquisa, é possível inferir que o ERE transformou muitos processos educacionais e as formas de ensinar e aprender, este período histórico que a humanidade vivenciou trouxe muitas aprendizagens, tanto pelos erros quanto pelos acertos. O processo de transição para o ERE, bem como para o retorno ao presencial, trouxe muitos desafios e muitas adaptações por parte dos professores, o que demonstrou a competência dos docentes em se adaptar a novos contextos.

",Docência,Práticas pedagógicas, Gestão da sala de aula,Tecnologias digitais,Ensino Presencial
05/04/2023 10:23:04,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",REVERBERAÇÕES DO AMBIENTE REMOTO: APROPRIAÇÃO DAS TECNOLOGIAS E COMPETÊNCIAS DESENVOLVIDAS NA JORNADA DE APRENDIZAGEM,"Resumo: “Usar” as tecnologias como forma de promover estratégias de ensino é um termo comumente usado e, desenrolado neste artigo como sendo equivocado. A partir desta ideia, contemplamos as vivências de professores de uma Edtech de São Paulo e suas visões perante o “estar” das tecnologias digitais enquanto inerentes ao ambiente remoto. E, juntamente com as entrevistas fornecidas pelos docentes, observamos como as competências de aprendizagem do aluno do século XXI estão inerentes às de seu educador, e como o ambiente remoto é capaz de viabilizar para que ambos construam e se desenvolvam, enfrentando assim os desafios emergentes de nosso tempo. De tal forma que, a partir do momento em que eu, enquanto ensinante, me conscientizo de que há diferentes objetivos, competências e habilidades em cada aprendente, devo refletir como alcançá-los, como ouvi-los. Não condicionar o processo de mudança do presencial ao remoto como algo que não proporciona novas perspectivas e cenários de aprendizagem - e a troca de saberes e aprenderes entre os atores envolvidos, posto que o aprender sempre é uma via de mão dupla

",Competências,Jornada, Ambiente remoto,Tecnologias,ND
05/04/2023 10:23:53,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",RODAS DE CONVERSAS SOBRE LETRAMENTO MIDIÁTICO: IDENTIDADES E PRÁTICAS DOCENTES PELO OLHAR DE UM GRUPO DE PEDAGOGAS,"O presente trabalho integra uma pesquisa de doutorado em andamento que tem por objetivo central
analisar a constituição do letramento midiático num grupo de pedagogas (estudantes e profissionais)
pela lente de suas experiências docentes em tempos de pandemia e trajetórias formativas. Visa, com
isso, identificar as possíveis interfaces entre identidades docentes, representações sociais e formação
inicial, tendo como recorte geográfico o estado de Santa Catarina. A sustentação teórica é
caracterizada pelo tripé: identidades, representações sociais e letramento midiático, tendo como
aporte os estudos de Anthony Giddens, Stuart Hall e Kathryn Woodward (Identidades); Serge Moscovici
(Representações Sociais); e, Roxane Rojo, David Buckingham, Jesús Martín-Barbero e John Thompson
(Letramento Midiático). Trata-se de uma pesquisa de natureza explicativa e de abordagem qualitativa.
Neste trabalho apresentamos a segunda etapa de coleta de dados da pesquisa, que consistiu na oferta
de um curso online a um pequeno grupo de pedagogas para motivar o debate e o aprofundamento de
algumas questões essenciais à pesquisa, bem como o compartilhamento de suas experiências. Além
da descrição do curso, apontamos nesse artigo análises preliminares que essas interações
possibilitaram, à luz dos questionamentos que mobilizaram a pesquisa e dos referenciais teóricos que
guiam nosso olhar.",Pedagogia,Letramento Midiático;,Identidades,epresentações Sociais;,Curso Online
05/04/2023 10:24:47,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",TECNOLOGIAS DE INFORMAÇÃO E COMUNICAÇÃO – TIC’S NAS PRÁTICAS EDUCACIONAIS: UM ESTUDO A PARTIR DA ÓTICA DOS DOCENTES DE CIÊNCIAS CONTÁBEIS FRENTE AO ENSINO REMOTO,"O presente estudo teve por objetivo investigar as Tecnologias de Informação e Comunicação (TIC’s) utilizadas pelos docentes no curso de graduação em Ciências Contábeis das Instituições de Ensino Superior (IES) públicas federais da região sul do Brasil para o ensino remoto no período emergencial. A população de pesquisa foi composta por 108 docentes atuantes nas IES federais da região Sul do Brasil que ofertam o curso de Ciências Contábeis. A pesquisa de abordagem quantitativa teve como instrumento um questionário online, e nos dados coletados foram realizadas as técnicas de levantamento e análise de frequência. Os dados revelaram que 100% dos docentes reconhecem a importância das TIC’s no processo de ensino aprendizagem e se utilizam dessas ferramentas. Dentre os instrumentos mencionados, os que mais se destacaram foram: computadores e notebooks, ambientes virtuais de aprendizagem (AVA), aplicativos e plataformas de ensino. De acordo com os
docentes, os critérios para escolha das ferramentas foram: o acesso gratuito, a fácil utilização, adequação ao conteúdo ministrado e a praticidade em relação ao contato com os discentes. Como ponto positivo pela utilização das TIC’s os docentes destacaram a facilidade de interação entre professores e alunos e como pontos negativos a falta de treinamento docente para o uso de TIC’s, e de recursos destinados a este propósito por parte das IES.",Tecnologias de Informação e Comunicação  (TIC’s),Ensino Remoto Emergencial,Docentes,Contabilidade,ND
05/04/2023 10:25:36,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",TPACK NA FORMAÇÃO DE PROFESSORES DE PORTUGUÊS COMO LÍNGUA ADICIONAL,"Resumo: A área de Português Língua Adicional (PLA) tem se desenvolvido a partir dos anos 1980, mas ainda é escasso o número de universidades que ofertam cursos de licenciatura com habilitação para PLA. Dentro desse contexto e partindo do pressuposto de que ter o conhecimento sobre tecnologias digitais de informação e comunicação (TDIC) contribui para o processo de ensino-aprendizagem, é necessária uma formação integral do professor de PLA com base no modelo TPACK criado por Mishra e Koehler (2006). Sendo assim, este projeto tem como objetivo apresentar o planejamento de um curso de extensão de formação inicial de professores de PLA articulando as dimensões pedagógica, de conteúdo disciplinar e tecnológico. O curso, o qual é objeto de pesquisa, foi ofertado aos estudantes de Letras da Universidade de São Paulo como um curso de extensão e contribuiu para a formação de professores de PLA, desenvolvendo nos participantes uma ação crítico-reflexiva para o uso das TDIC como mediadoras do ensino-aprendizagem e para o desenvolvimento de novas práticas pedagógicas

",TPACK, formação de professores de línguas,português como língua adicional,ND,ND
05/04/2023 10:26:26,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",(TRANS)FORMAÇÃO PELO ESTÁGIO SUPERVISIONADO ANTES E DURANTE O PERÍODO PANDÊMICO EM UM CURSO DE LICENCIATURA A DISTÂNCIA,"Resumo: Os Estágios Supervisionados efetivam a formação pedagógica docente dos alunos, configurando-se como disciplinas obrigatórias nos cursos de licenciatura. Dentro desse contexto, objetivou-se analisar os planejamentos e desempenho acadêmico discente nas disciplinas de Estágios Supervisionados de um curso de licenciatura em Ciências Biológicas a distância no período pré e durante a pandemia da COVID-19. Trata-se de um estudo de caráter descritivo de abordagem quanti-qualitativa, realizado a partir da análise de 4 planejamentos didáticos e desempenho acadêmico referentes às disciplinas de Estágio em uma licenciatura ofertada em 5 polos do interior cearense. Os desafios foram mapear as condições em que se encontravam os documentos norteadores das disciplinas, replanejando com o olhar ampliado na concepção de prática do estágio, de modo a abarcar outras formas de exercício da docência, adaptadas ao “novo” normal. No tocante ao desempenho acadêmico, durante a pandemia constatou-se mais matrículas, menor participação nas atividades e menor índice de aprovação em comparação as disciplinas ofertadas na pré-pandemia. Os dados apontam que a formação do professor reflexivo exigiu envolvimento e participação da equipe para continuidade das disciplinas, logo, a articulação e a integração estabelecidas antes da pandemia se consolidaram, sem desconsiderar as adversidades vivenciadas pelos discentes.

",Ensino Remoto Emergencial,Planejamento didático, Desempenho Acadêmico,ND,ND
